awardYear,category,categoryFullName,sortOrder,prizeAmount,prizeAmountAdjusted,dateAwarded,prizeStatus,motivation,categoryTopMotivation,award_link,id,name,knownName,givenName,familyName,fullName,penName,gender,laureate_link,birth_date,birth_city,birth_cityNow,birth_continent,birth_country,birth_countryNow,birth_locationString,death_date,death_city,death_cityNow,death_continent,death_country,death_countryNow,death_locationString,orgName,nativeName,acronym,org_founded_date,org_founded_city,org_founded_cityNow,org_founded_continent,org_founded_country,org_founded_countryNow,org_founded_locationString,ind_or_org,residence_1,residence_2,affiliation_1,affiliation_2,affiliation_3,affiliation_4
2013,Physics,The Nobel Prize in Physics,1,"$8,000,000","$8,365,867","October 8, 2013",received,"for the theoretical discovery of a mechanism that contributes to our understanding of the origin of mass of subatomic particles, and which recently was confirmed through the discovery of the predicted fundamental particle, by the ATLAS and CMS experiments at CERN's Large Hadron Collider",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2013,887,François Englert,François Englert,François,Englert,François Englert,,male,http://masterdataapi.nobelprize.org/2/laureate/887,"November 6, 1932",Etterbeek,Etterbeek,Europe,Belgium,Belgium,"Etterbeek, Belgium",,,,,,,,,,,,,,,,,,Individual,,,"Université Libre de Bruxelles, Brussels, Belgium",,,
1988,Physics,The Nobel Prize in Physics,2,"$2,500,000","$4,645,689","October 19, 1988",received,for the neutrino beam method and the demonstration of the doublet structure of the leptons through the discovery of the muon neutrino,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1988,133,Melvin Schwartz,Melvin Schwartz,Melvin,Schwartz,Melvin Schwartz,,male,http://masterdataapi.nobelprize.org/2/laureate/133,"November 2, 1932","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA","August 28, 2006","Twin Falls, ID","Twin Falls, ID",North America,USA,USA,"Twin Falls, ID, USA",,,,,,,,,,,Individual,,,"Digital Pathways, Inc., Mountain View, CA, USA",,,
1999,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$7,900,000","$10,049,186","October 13, 1999",received,for his analysis of monetary and fiscal policy under different exchange rate regimes and his analysis of optimum currency areas,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1999,720,Robert Mundell,Robert Mundell,Robert,Mundell,Robert A. Mundell,,male,http://masterdataapi.nobelprize.org/2/laureate/720,"October 24, 1932","Kingston, ON","Kingston, ON",North America,Canada,Canada,"Kingston, ON, Canada",,,,,,,,,,,,,,,,,,Individual,,,"Columbia University, New York, NY, USA",,,
1991,Physics,The Nobel Prize in Physics,1,"$6,000,000","$8,673,863","October 16, 1991",received,"for discovering that methods developed for studying order phenomena in simple systems can be generalized to more complex forms of matter, in particular to liquid crystals and polymers",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1991,141,Pierre-Gilles de Gennes,Pierre-Gilles de Gennes,Pierre-Gilles,de Gennes,Pierre-Gilles de Gennes,,male,http://masterdataapi.nobelprize.org/2/laureate/141,"October 24, 1932",Paris,Paris,Europe,France,France,"Paris, France","May 18, 2007",Orsay,Orsay,Europe,France,France,"Orsay, France",,,,,,,,,,,Individual,,,"Collège de France, Paris, France",,,
2017,Physics,The Nobel Prize in Physics,1,"$9,000,000","$9,176,183","October 3, 2017",received,for decisive contributions to the LIGO detector and the observation of gravitational waves,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2017,941,Rainer Weiss,Rainer Weiss,Rainer,Weiss,Rainer Weiss,,male,http://masterdataapi.nobelprize.org/2/laureate/941,"September 29, 1932",Berlin,Berlin,Europe,Germany,Germany,"Berlin, Germany",,,,,,,,,,,,,,,,,,Individual,,,"LIGO/VIRGO Collaboration, N/A","Massachusetts Institute of Technology (MIT), Cambridge, MA, USA",,
2009,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,2,"$10,000,000","$10,958,504","October 12, 2009",received,"for his analysis of economic governance, especially the boundaries of the firm",,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/2009,847,Oliver E. Williamson,Oliver E. Williamson,Oliver E.,Williamson,Oliver E. Williamson,,male,http://masterdataapi.nobelprize.org/2/laureate/847,"September 27, 1932","Superior, WI","Superior, WI",North America,USA,USA,"Superior, WI, USA",,,,,,,,,,,,,,,,,,Individual,,,"University of California, Berkeley, CA, USA",,,
2008,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,"$10,000,000","$10,926,573","October 6, 2008",received,for their discovery of human immunodeficiency virus,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2008,825,Luc Montagnier,Luc Montagnier,Luc,Montagnier,Luc Montagnier,,male,http://masterdataapi.nobelprize.org/2/laureate/825,"August 18, 1932",Chabris,Chabris,Europe,France,France,"Chabris, France",,,,,,,,,,,,,,,,,,Individual,,,"World Foundation for AIDS Research and Prevention, Paris, France",,,
2001,Literature,The Nobel Prize in Literature,1,"$10,000,000","$12,295,082","October 11, 2001",received,for having united perceptive narrative and incorruptible scrutiny in works that compel us to see the presence of suppressed histories,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2001,747,V. S. Naipaul,V. S. Naipaul,V. S.,Naipaul,Sir Vidiadhar Surajprasad Naipaul,,male,http://masterdataapi.nobelprize.org/2/laureate/747,"August 17, 1932",Chaguanas,Chaguanas,North America,Trinidad and Tobago,Trinidad and Tobago,"Chaguanas, Trinidad and Tobago","August 11, 2018",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
1986,Chemistry,The Nobel Prize in Chemistry,1,"$2,000,000","$4,098,361","October 15, 1986",received,for their contributions concerning the dynamics of chemical elementary processes,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1986,264,Dudley R. Herschbach,Dudley R. Herschbach,Dudley R.,Herschbach,Dudley R. Herschbach,,male,http://masterdataapi.nobelprize.org/2/laureate/264,"June 18, 1932","San José, CA","San José, CA",North America,USA,USA,"San José, CA, USA",,,,,,,,,,,,,,,,,,Individual,,,"Harvard University, Cambridge, MA, USA",,,
1993,Chemistry,The Nobel Prize in Chemistry,2,"$6,700,000","$9,044,276","October 13, 1993",received,"for his fundamental contributions to the establishment of oligonucleotide-based, site-directed mutagenesis and its development for protein studies",for contributions to the developments of methods within DNA-based chemistry,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1993,279,Michael Smith,Michael Smith,Michael,Smith,Michael Smith,,male,http://masterdataapi.nobelprize.org/2/laureate/279,"April 26, 1932",Blackpool,Blackpool,Europe,United Kingdom,United Kingdom,"Blackpool, United Kingdom","October 4, 2000",Vancouver,Vancouver,North America,Canada,Canada,"Vancouver, Canada",,,,,,,,,,,Individual,,,"University of British Columbia, Vancouver, Canada",,,
1980,Chemistry,The Nobel Prize in Chemistry,2,"$880,000","$2,889,667","October 14, 1980",received,for their contributions concerning the determination of base sequences in nucleic acids,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/1980,255,Walter Gilbert,Walter Gilbert,Walter,Gilbert,Walter Gilbert,,male,http://masterdataapi.nobelprize.org/2/laureate/255,"March 21, 1932","Boston, MA","Boston, MA",North America,USA,USA,"Boston, MA, USA",,,,,,,,,,,,,,,,,,Individual,,,"Harvard University, Biological Laboratories, Cambridge, MA, USA",,,
1980,Peace,The Nobel Peace Prize,1,"$880,000","$2,889,667","October 27, 1980",received,"for being a source of inspiration to repressed people, especially in Latin America",,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1980,541,Adolfo Pérez Esquivel,Adolfo Pérez Esquivel,Adolfo,Pérez Esquivel,Adolfo Pérez Esquivel,,male,http://masterdataapi.nobelprize.org/2/laureate/541,"November 26, 1931",Buenos Aires,Buenos Aires,South America,Argentina,Argentina,"Buenos Aires, Argentina",,,,,,,,,,,,,,,,,,Individual,Argentina,,,,,
1984,Peace,The Nobel Peace Prize,1,"$1,650,000","$3,782,090","October 5, 1984",received,for his role as a unifying leader figure in the non-violent campaign to resolve the problem of apartheid in South Africa,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1984,546,Desmond Tutu,Desmond Tutu,Desmond,Tutu,Desmond Mpilo Tutu,,male,http://masterdataapi.nobelprize.org/2/laureate/546,"October 7, 1931",Klerksdorp,Klerksdorp,Africa,South Africa,South Africa,"Klerksdorp, South Africa",,,,,,,,,,,,,,,,,,Individual,South Africa,,,,,
2002,Physics,The Nobel Prize in Physics,3,"$10,000,000","$12,034,660","October 8, 2002",received,"for pioneering contributions to astrophysics, which have led to the discovery of cosmic X-ray sources",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/2002,755,Riccardo Giacconi,Riccardo Giacconi,Riccardo,Giacconi,Riccardo Giacconi,,male,http://masterdataapi.nobelprize.org/2/laureate/755,"October 6, 1931",Genoa,Genoa,Europe,Italy,Italy,"Genoa, Italy","December 16, 2018","La Jolla, CA","La Jolla, CA",North America,USA,USA,"La Jolla, CA, USA",,,,,,,,,,,Individual,,,"Associated Universities Inc., Washington, DC, USA",,,
1980,Physics,The Nobel Prize in Physics,1,"$880,000","$2,889,667","October 12, 1980",received,for the discovery of violations of fundamental symmetry principles in the decay of neutral K-mesons,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1980,116,James Cronin,James Cronin,James,Cronin,James Watson Cronin,,male,http://masterdataapi.nobelprize.org/2/laureate/116,"September 29, 1931","Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA","August 25, 2016","St. Paul, MN","St. Paul, MN",North America,USA,USA,"St. Paul, MN, USA",,,,,,,,,,,Individual,,,"University of Chicago, Chicago, IL, USA",,,
1978,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,"$725,000","$2,898,454",,received,for the discovery of restriction enzymes and their application to problems of molecular genetics,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/1978,416,Hamilton O. Smith,Hamilton O. Smith,Hamilton O.,Smith,Hamilton O. Smith,,male,http://masterdataapi.nobelprize.org/2/laureate/416,"August 23, 1931","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Johns Hopkins University School of Medicine, Baltimore, MD, USA",,,
2010,Chemistry,The Nobel Prize in Chemistry,1,"$10,000,000","$10,819,388","October 6, 2010",received,for palladium-catalyzed cross couplings in organic synthesis,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2010,851,Richard F. Heck,Richard F. Heck,Richard F.,Heck,Richard F. Heck,,male,http://masterdataapi.nobelprize.org/2/laureate/851,"August 15, 1931","Springfield, MA","Springfield, MA",North America,USA,USA,"Springfield, MA, USA","October 9, 2015",Manila,Manila,Asia,Philippines,Philippines,"Manila, Philippines",,,,,,,,,,,Individual,,,"University of Delaware, USA",,,
2013,Literature,The Nobel Prize in Literature,1,"$8,000,000","$8,365,867","October 10, 2013",received,master of the contemporary short story,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2013,892,Alice Munro,Alice Munro,Alice,Munro,Alice Munro,,female,http://masterdataapi.nobelprize.org/2/laureate/892,"July 10, 1931",Wingham,Wingham,North America,Canada,Canada,"Wingham, Canada",,,,,,,,,,,,,,,,,,Individual,Canada,,,,,
1999,Physics,The Nobel Prize in Physics,2,"$7,900,000","$10,049,186","October 12, 1999",received,for elucidating the quantum structure of electroweak interactions in physics,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1999,159,Martinus J.G. Veltman,Martinus J.G. Veltman,Martinus J.G.,Veltman,Martinus J.G. Veltman,,male,http://masterdataapi.nobelprize.org/2/laureate/159,"June 27, 1931",Waalwijk,Waalwijk,Europe,the Netherlands,the Netherlands,"Waalwijk, the Netherlands",,,,,,,,,,,,,,,,,,Individual,"Bilthoven, the Netherlands",,,,,
1972,Physics,The Nobel Prize in Physics,3,"$480,000","$3,345,725",,received,"for their jointly developed theory of superconductivity, usually called the BCS-theory",,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1972,96,Robert Schrieffer,Robert Schrieffer,Robert,Schrieffer,John Robert Schrieffer,,male,http://masterdataapi.nobelprize.org/2/laureate/96,"May 31, 1931","Oak Park, IL","Oak Park, IL",North America,USA,USA,"Oak Park, IL, USA","July 27, 2019","Tallahassee, FL","Tallahassee, FL",North America,USA,USA,"Tallahassee, FL, USA",,,,,,,,,,,Individual,,,"University of Pennsylvania, Philadelphia, PA, USA",,,
2011,Literature,The Nobel Prize in Literature,1,"$10,000,000","$10,545,557","October 6, 2011",received,"because, through his condensed, translucent images, he gives us fresh access to reality",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2011,868,Tomas Tranströmer,Tomas Tranströmer,Tomas,Tranströmer,Tomas Tranströmer,,male,http://masterdataapi.nobelprize.org/2/laureate/868,"April 15, 1931",Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden","March 26, 2015",Stockholm,Stockholm,Europe,Sweden,Sweden,"Stockholm, Sweden",,,,,,,,,,,Individual,Sweden,,,,,
1976,Physics,The Nobel Prize in Physics,1,"$681,000","$3,342,605","October 18, 1976",received,for their pioneering work in the discovery of a heavy elementary particle of a new kind,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1976,105,Burton Richter,Burton Richter,Burton,Richter,Burton Richter,,male,http://masterdataapi.nobelprize.org/2/laureate/105,"March 22, 1931","Brooklyn, NY","Brooklyn, NY",North America,USA,USA,"Brooklyn, NY, USA","July 18, 2018","Stanford, CA","Stanford, CA",North America,USA,USA,"Stanford, CA, USA",,,,,,,,,,,Individual,,,"Stanford Linear Accelerator Center, Stanford, CA, USA",,,
1990,Peace,The Nobel Peace Prize,1,"$4,000,000","$6,329,114","October 15, 1990",received,for the leading role he played in the radical changes in East-West relations,,https://masterdataapi.nobelprize.org/2/nobelPrize/pea/1990,552,Mikhail Gorbachev,Mikhail Gorbachev,Mikhail,Gorbachev,Mikhail Sergeyevich Gorbachev,,male,http://masterdataapi.nobelprize.org/2/laureate/552,"March 2, 1931",Privolnoye,Privolnoye,Europe,USSR,Russia,"Privolnoye, USSR (now Russia)",,,,,,,,,,,,,,,,,,Individual,USSR (now Russia),,,,,
1993,Literature,The Nobel Prize in Literature,1,"$6,700,000","$9,044,276",,received,"who in novels characterized by visionary force and poetic import, gives life to an essential aspect of American reality",,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/1993,670,Toni Morrison,Toni Morrison,Toni,Morrison,Toni Morrison,,female,http://masterdataapi.nobelprize.org/2/laureate/670,"February 18, 1931","Lorain, OH","Lorain, OH",North America,USA,USA,"Lorain, OH, USA","August 5, 2019","New York, NY","New York, NY",North America,USA,USA,"New York, NY, USA",,,,,,,,,,,Individual,USA,,,,,
1996,Physics,The Nobel Prize in Physics,1,"$7,400,000","$9,490,424","October 9, 1996",received,for their discovery of superfluidity in helium-3,,https://masterdataapi.nobelprize.org/2/nobelPrize/phy/1996,149,David M. Lee,David M. Lee,David M.,Lee,David M. Lee,,male,http://masterdataapi.nobelprize.org/2/laureate/149,"January 20, 1931","Rye, NY","Rye, NY",North America,USA,USA,"Rye, NY, USA",,,,,,,,,,,,,,,,,,Individual,,,"Cornell University, Ithaca, NY, USA",,,
2015,Physiology or Medicine,The Nobel Prize in Physiology or Medicine,3,"$8,000,000","$8,384,572",,received,for her discoveries concerning a novel therapy against Malaria,,https://masterdataapi.nobelprize.org/2/nobelPrize/med/2015,918,Tu Youyou,Tu Youyou,Youyou,Tu,Tu Youyou,,female,http://masterdataapi.nobelprize.org/2/laureate/918,"December 30, 1930",Zhejiang Ningbo,Zhejiang Ningbo,Asia,China,China,"Zhejiang Ningbo, China",,,,,,,,,,,,,,,,,,Individual,,,"China Academy of Traditional Chinese Medicine, Beijing, China",,,
1992,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,1,"$6,500,000","$9,184,250","October 13, 1992",received,"for having extended the domain of microeconomic analysis to a wide range of human behaviour and interaction, including nonmarket behaviour",,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1992,708,Gary Becker,Gary Becker,Gary,Becker,Gary S. Becker,,male,http://masterdataapi.nobelprize.org/2/laureate/708,"December 2, 1930","Pottsville, PA","Pottsville, PA",North America,USA,USA,"Pottsville, PA, USA","May 3, 2014","Chicago, IL","Chicago, IL",North America,USA,USA,"Chicago, IL, USA",,,,,,,,,,,Individual,,,"University of Chicago, Chicago, IL, USA",,,
2005,Literature,The Nobel Prize in Literature,1,"$10,000,000","$11,711,430","October 13, 2005",received,who in his plays uncovers the precipice under everyday prattle and forces entry into oppression's closed rooms,,https://masterdataapi.nobelprize.org/2/nobelPrize/lit/2005,801,Harold Pinter,Harold Pinter,Harold,Pinter,Harold Pinter,,male,http://masterdataapi.nobelprize.org/2/laureate/801,"October 10, 1930",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom","December 24, 2008",London,London,Europe,United Kingdom,United Kingdom,"London, United Kingdom",,,,,,,,,,,Individual,United Kingdom,,,,,
2005,Chemistry,The Nobel Prize in Chemistry,1,"$10,000,000","$11,711,430","October 5, 2005",received,for the development of the metathesis method in organic synthesis,,https://masterdataapi.nobelprize.org/2/nobelPrize/che/2005,794,Yves Chauvin,Yves Chauvin,Yves,Chauvin,Yves Chauvin,,male,http://masterdataapi.nobelprize.org/2/laureate/794,"October 10, 1930",Menin,Menin,Europe,Belgium,Belgium,"Menin, Belgium","January 27, 2015",Tours,Tours,Europe,France,France,"Tours, France",,,,,,,,,,,Individual,,,"Institut Français du Pétrole, Rueil-Malmaison, France",,,
1994,Economic Sciences,The Sveriges Riksbank Prize in Economic Sciences in Memory of Alfred Nobel,3,"$7,000,000","$9,249,471","October 11, 1994",received,for their pioneering analysis of equilibria in the theory of non-cooperative games,,https://masterdataapi.nobelprize.org/2/nobelPrize/eco/1994,713,Reinhard Selten,Reinhard Selten,Reinhard,Selten,Reinhard Selten,,male,http://masterdataapi.nobelprize.org/2/laureate/713,"October 5, 1930",Breslau,Wroclaw,Europe,Germany,Poland,"Breslau, Germany (now Wroclaw, Poland)","August 23, 2016",Poznan,Poznan,Europe,Poland,Poland,"Poznan, Poland",,,,,,,,,,,Individual,,,"Rheinische Friedrich-Wilhelms-Universität, Bonn, Germany",,,
